"k"	"p"	"c"	"o"	"f"	"g"	"s"
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Erysipelatoclostridium"	"s_Clostridium_saccharogumia"
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Faecalitalea"	"s_Faecalitalea_cylindroides"
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Erysipelothrix"	"s_Erysipelothrix_rhusiopathiae"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Acidaminococcales"	"f_Acidaminococcaceae"	"g_Phascolarctobacterium"	"s_Phascolarctobacterium_succinatutens"
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Holdemania"	"s_Holdemania_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Acidaminococcales"	"f_Acidaminococcaceae"	"g_Acidaminococcus"	"s_Acidaminococcus_fermentans"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	NA	NA	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Solobacterium"	"s_Solobacterium_moorei"
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Kandleria"	"s_Kandleria_vitulina"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Acidaminococcales"	"f_Acidaminococcaceae"	"g_Acidaminococcus"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Acidaminococcales"	"f_Acidaminococcaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Acidaminococcales"	"f_Acidaminococcaceae"	"g_Acidaminococcus"	"s_Acidaminococcus_intestini"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Megamonas"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Centipeda"	"s_Centipeda_periodontii"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Acidaminococcales"	"f_Acidaminococcaceae"	"g_Succinispira"	"s_Succinispira_mobilis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	NA	NA	NA
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	"s_Fusobacterium_mortiferum"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Veillonella"	"s_Veillonella_parvula"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Megasphaera"	"s_Megasphaera_micronuciformis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Dialister"	"s_Dialister_invisus"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	"s_Selenomonas_noxia"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	"s_Selenomonas_flueggei"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	"s_Selenomonas_bovis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Mitsuokella"	"s_Mitsuokella_sp_oral_taxon_131"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Megamonas"	"s_Megamonas_hypermegale"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Mitsuokella"	"s_Mitsuokella_multacida"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Propionispira"	"s_Propionispira_raffinosivorans"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	"s_Selenomonas_artemidis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Anaeroglobus"	"s_Anaeroglobus_geminatus"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	"s_Selenomonas_sputigena"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Selenomonas"	"s_Selenomonas_ruminantium"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Sporomusaceae"	"g_Pelosinus"	"s_Pelosinus_fermentans"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Dialister"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Dialister"	"s_Dialister_succinatiphilus"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Dialister"	"s_Dialister_micraerophilus"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Megasphaera"	"s_Megasphaera_elsdenii"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Megasphaera"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Megasphaera"	"s_Megasphaera_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Veillonella"	"s_Veillonella_montpellierensis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Veillonella"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Veillonella"	"s_Veillonella_magna"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_lacrimalis"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Veillonellales"	"f_Veillonellaceae"	"g_Veillonella"	"s_Veillonella_seminalis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_duerdenii"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	"s_Anaerococcus_obesiensis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	NA	NA	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o"	"f"	"g_Kallipyga"	"s_Kallipyga_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	"s_Anaerococcus_lactolyticus"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	"s_Anaerococcus_pacaensis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Parvimonas"	"s_Parvimonas_micra"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Finegoldia"	"s_Finegoldia_magna"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	"s_Anaerococcus_tetradius"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	"s_Anaerococcus_provenciensis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Anaerococcus"	"s_Anaerococcus_prevotii"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Helcococcus"	"s_Helcococcus_kunzii"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_grossensis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_indolicus"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_sp_ING2_D1G"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_senegalensis"
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_obesi"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Cetobacterium"	"s_Cetobacterium_somerae"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	NA	NA
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	NA	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Tissierellia"	"o_Tissierellales"	"f_Peptoniphilaceae"	"g_Peptoniphilus"	"s_Peptoniphilus_timonensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Gammaproteobacteria"	"o_Enterobacterales"	"f_Enterobacteriaceae"	"g_Klebsiella"	"s_Klebsiella_pneumoniae"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	"s_Fusobacterium_ulcerans"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	"s_Fusobacterium_nucleatum"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	"s_Fusobacterium_periodonticum"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	"s_Fusobacterium_perfoetens"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Fusobacterium"	"s_Fusobacterium_russii"
"k_Bacteria"	"p_Proteobacteria"	"c_Gammaproteobacteria"	"o_Enterobacterales"	"f_Enterobacteriaceae"	"g_Escherichia"	"s_Escherichia_coli"
"k_Bacteria"	"p_Proteobacteria"	"c_Gammaproteobacteria"	"o_Enterobacterales"	"f_Enterobacteriaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Gammaproteobacteria"	"o_Aeromonadales"	"f_Aeromonadaceae"	"g_Aeromonas"	"s_Aeromonas_veronii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Sutterellaceae"	"g_Parasutterella"	"s_Parasutterella_excrementihominis"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Leptotrichia"	"s_Leptotrichia_shahii"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Leptotrichia"	"s_Leptotrichia_buccalis"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Leptotrichia"	NA
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Psychrilyobacter"	"s_Psychrilyobacter_atlanticus"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Fusobacteriaceae"	"g_Ilyobacter"	"s_Ilyobacter_polytropus"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	NA	NA
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Leptotrichia"	"s_Leptotrichia_goodfellowii"
"k_Bacteria"	"p_Proteobacteria"	NA	NA	NA	NA	NA
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Leptotrichia"	"s_Leptotrichia_wadei"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Leptotrichia"	"s_Leptotrichia_sp_oral_taxon_212"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Sneathia"	"s_Sneathia_amnii"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Sebaldella"	"s_Sebaldella_termitidis"
"k_Bacteria"	"p_Fusobacteria"	"c_Fusobacteriia"	"o_Fusobacteriales"	"f_Leptotrichiaceae"	"g_Streptobacillus"	"s_Streptobacillus_moniliformis"
"k_Bacteria"	"p_Kiritimatiellaeota"	"c_Kiritimatiellae"	"o_Kiritimatiellales"	"f_Kiritimatiellaceae"	"g_Kiritimatiella"	"s_Kiritimatiella_glycovorans"
"k_Bacteria"	"p_Gemmatimonadetes"	"c_Gemmatimonadetes"	"o_Gemmatimonadales"	"f_Gemmatimonadaceae"	"g_Gemmatimonas"	"s_Gemmatimonas_aurantiaca"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Oxalobacter"	"s_Oxalobacter_formigenes"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Acidovorax"	"s_Acidovorax_ebreus"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f"	"g"	"s_Burkholderiales_bacterium_GJ_E10"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	NA	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Magnetospirillum"	"s_Magnetospirillum_magneticum"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Brucellaceae"	"g_Ochrobactrum"	"s_Ochrobactrum_anthropi"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Rhodopseudomonas"	"s_Rhodopseudomonas_palustris"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Bradyrhizobium"	"s_Bradyrhizobium_elkanii"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	NA	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Acidithiobacillia"	"o_Acidithiobacillales"	"f_Acidithiobacillaceae"	"g_Acidithiobacillus"	"s_Acidithiobacillus_caldus"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o"	"f"	"g_Candidatus_Puniceispirillum"	"s_Candidatus_Puniceispirillum_marinum"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Caulobacterales"	"f_Caulobacteraceae"	"g_Brevundimonas"	"s_Brevundimonas_sp_DS20"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Caulobacterales"	"f_Caulobacteraceae"	"g_Caulobacter"	"s_Caulobacter_vibrioides"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Aurantimonadaceae"	"g_Martelella"	"s_Martelella_sp_AD_3"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f"	"g_Methyloceanibacter"	"s_Methyloceanibacter_caenitepidi"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Bradyrhizobium"	"s_Bradyrhizobium_diazoefficiens"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bartonellaceae"	"g_Bartonella"	"s_Bartonella_quintana"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Bradyrhizobium"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Bradyrhizobium"	"s_Bradyrhizobium_genosp_SA_4"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Oligotropha"	"s_Oligotropha_carboxidovorans"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Bradyrhizobiaceae"	"g_Bradyrhizobium"	"s_Bradyrhizobium_japonicum"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Brucellaceae"	"g_Brucella"	"s_Brucella_melitensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodobacterales"	"f_Rhodobacteraceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodobacterales"	"f_Hyphomonadaceae"	"g_Maricaulis"	"s_Maricaulis_maris"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Phyllobacteriaceae"	"g_Hoeflea"	"s_Hoeflea_sp_108"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Hyphomicrobiaceae"	"g_Rhodomicrobium"	"s_Rhodomicrobium_vannielii"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Brucellaceae"	"g_Ochrobactrum"	"s_Ochrobactrum_pseudogrignonense"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Hyphomicrobiaceae"	"g_Hyphomicrobium"	"s_Hyphomicrobium_zavarzinii"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Methylobacteriaceae"	"g_Meganema"	"s_Meganema_perideroedes"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Methylobacteriaceae"	"g_Methylobacterium"	"s_Methylobacterium_populi"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Methylobacteriaceae"	"g_Methylobacterium"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Methylobacteriaceae"	"g_Methylobacterium"	"s_Methylobacterium_radiotolerans"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Rhizobiaceae"	"g_Shinella"	"s_Shinella_sp_HZN7"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Rhizobiaceae"	"g_Rhizobium"	"s_Rhizobium_etli"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Rhizobiaceae"	"g_Liberibacter"	"s_Candidatus_Liberibacter_americanus"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Rhizobiaceae"	"g_Liberibacter"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhizobiales"	"f_Xanthobacteraceae"	"g_Azorhizobium"	"s_Azorhizobium_caulinodans"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Acetobacteraceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f"	"g_Reyranella"	"s_Reyranella_massiliensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodobacterales"	"f_Rhodobacteraceae"	"g"	"s_Rhodobacteraceae_bacterium_PD_2"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodobacterales"	"f_Rhodobacteraceae"	"g_Paracoccus"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodobacterales"	"f_Rhodobacteraceae"	"g_Gemmobacter"	"s_Gemmobacter_nectariphilus"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Acetobacteraceae"	"g_Saccharibacter"	"s_Saccharibacter_floricola"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Acetobacteraceae"	"g_Gluconobacter"	"s_Gluconobacter_oxydans"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Azospirillum"	"s_Azospirillum_brasilense"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Candidatus_Endolissoclinum"	"s_Candidatus_Endolissoclinum_faulkneri"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Novosphingobium"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Rhodospirillum"	"s_Rhodospirillum_rubrum"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Novispirillum"	"s_Novispirillum_itersonii"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rickettsiales"	"f_Anaplasmataceae"	"g_Wolbachia"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Tistrella"	"s_Tistrella_mobilis"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Thalassobaculum"	"s_Thalassobaculum_salexigens"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rhodospirillales"	"f_Rhodospirillaceae"	"g_Thalassospira"	"s_Thalassospira_xiamenensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Erythrobacteraceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rickettsiales"	"f_Rickettsiaceae"	"g_Rickettsia"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Rickettsiales"	"f_Anaplasmataceae"	"g_Wolbachia"	"s_Wolbachia_endosymbiont_of_Culex_quinquefasciatus"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Novosphingobium"	"s_Novosphingobium_barchaimii"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Sphingobium"	"s_Sphingobium_yanoikuyae"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Novosphingobium"	"s_Novosphingobium_resinovorum"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Novosphingobium"	"s_Novosphingobium_sp_MBES04"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Sphingomonas"	"s_Sphingomonas_sanxanigenens"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Sphingomonas"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Sphingomonas"	"s_Sphingomonas_melonis"
