"k"	"p"	"c"	"o"	"f"	"g"	"s"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_plurextorum"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_pyogenes"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_thermophilus"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_sanguinis"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_suis"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_sobrinus"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_uberis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	NA	NA	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_eligens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_L2_50"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g"	"s_Bacteroides_pectinophilus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g"	"s_Clostridiales_bacterium_1_7_47FAA"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g"	"s_Clostridiales_bacterium_oral_taxon_876"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_celatum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Flavonifractor"	"s_Flavonifractor_plautii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Fenollaria"	"s_Fenollaria_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_butyricum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Butyricicoccus"	"s_Butyricicoccus_pullicaecorum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Levyella"	"s_Levyella_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Intestinimonas"	"s_Intestinimonas_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Intestinimonas"	"s_Intestinimonas_butyriciproducens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Intestinimonas"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f"	"g_Gottschalkia"	"s_Gottschalkia_acidurici"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Butyricicoccus"	"s_Butyricicoccus_desmolans"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Alkaliphilus"	"s_Alkaliphilus_metalliredigens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g"	"s_Clostridiaceae_bacterium_mt12"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Alkaliphilus"	"s_Alkaliphilus_oremlandii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Candidatus_Arthromitus"	"s_Candidatus_Arthromitus_sp_SFB_rat_Yit"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Candidatus_Arthromitus"	"s_Candidatus_Arthromitus_sp_SFB_mouse"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_baratii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_autoethanogenum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_aceticum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_akagii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_bornimense"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_beijerinckii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_botulinum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_cadaveris"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_carboxidivorans"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_perfringens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_colicanis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_cellulovorans"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_kluyveri"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_intestinale"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_neonatale"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_paraputrificum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_novyi"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_pasteurianum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_KLE_1755"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_phoceensis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_ASF356"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_saccharobutylicum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_senegalense"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_saccharoperbutylacetonicum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_ramulus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_M62_1"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Hungatella"	"s_Hungatella_hathewayi"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_SY8519"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_ND2"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_tetani"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_sp_mt5"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Desnuesiella"	"s_Desnuesiella_massiliensis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Clostridium"	"s_Clostridium_tyrobutyricum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_plexicaudatum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Anaerofustis"	"s_Anaerofustis_stercorihominis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiales_Family_XIII_Incertae_Sedis"	"g"	"s_Eubacterium_saphenum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiales_Family_XIII_Incertae_Sedis"	"g"	"s_Eubacterium_brachy"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiales_Family_XIII_Incertae_Sedis"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Proteiniclasticum"	"s_Proteiniclasticum_ruminis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiaceae"	"g_Thermobrachium"	"s_Thermobrachium_celere"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiales_Family_XIII_Incertae_Sedis"	"g"	"s_Eubacterium_sulci"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Clostridiales_Family_XVII_Incertae_Sedis"	"g_Thermaerobacter"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Acetobacterium"	"s_Acetobacterium_woodii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_limosum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_ventriosum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_sp_3_1_31"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_sp_14_2"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_cellulosolvens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Eubacterium"	"s_Eubacterium_xylanophilum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Eubacteriaceae"	"g_Pseudoramibacter"	"s_Pseudoramibacter_alactolyticus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Heliobacteriaceae"	"g_Heliobacterium"	"s_Heliobacterium_modesticaldum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_3_1"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_2_1_46FAA"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_10_1"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_28_4"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_COE1"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_A2"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_3_2"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_AB2028"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_A4"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_AC3007"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_AC2014"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_C6A11"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_AD3010"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_oral_taxon_500"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_M18_1"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g"	"s_Lachnospiraceae_bacterium_mt14"
"k_Bacteria"	"p_Firmicutes"	"c_Negativicutes"	"o_Selenomonadales"	"f_Selenomonadaceae"	"g_Megamonas"	"s_Megamonas_funiformis"
"k_Bacteria"	"p_Firmicutes"	"c_Erysipelotrichia"	"o_Erysipelotrichales"	"f_Erysipelotrichaceae"	"g_Erysipelatoclostridium"	"s_Erysipelatoclostridium_ramosum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Anaerostipes"	"s_Anaerostipes_hadrus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Anaerostipes"	"s_Anaerostipes_caccae"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Anaerostipes"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptostreptococcaceae"	"g_Intestinibacter"	"s_Intestinibacter_bartlettii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Roseburia"	"s_Roseburia_intestinalis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_asparagiforme"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Blautia_hansenii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Coprococcus"	"s_Coprococcus_sp_HPP0048"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Blautia_obeum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Blautia_hydrogenotrophica"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Blautia_sp_KLE_1732"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Blautia_producta"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Blautia_schinkii"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Coprococcus"	"s_Coprococcus_comes"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_crossotus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Blautia"	"s_Ruminococcus_torques"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Coprococcus"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Catonella"	"s_Catonella_morbi"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_proteoclasticus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_hungatei"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_fibrisolvens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_sp_MC2013"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_sp_NC2002"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Butyrivibrio"	"s_Butyrivibrio_sp_NC3005"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Cellulosilyticum"	"s_Cellulosilyticum_lentocellum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Coprococcus"	"s_Coprococcus_eutactus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Dorea"	"s_Dorea_longicatena"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Dorea"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Dorea"	"s_Dorea_sp_5_2"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Johnsonella"	"s_Johnsonella_ignava"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoanaerobaculum"	"s_Lachnoanaerobaculum_sp_OBRC5_5"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoanaerobaculum"	"s_Lachnoanaerobaculum_saburreum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoanaerobaculum"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Lachnoclostridium_phytofermentans"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_bolteae"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Roseburia"	"s_Roseburia_hominis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_symbiosum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_citroniae"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_scindens"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_saccharolyticum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Lachnoclostridium"	"s_Clostridium_hylemonae"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Roseburia"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Oribacterium"	"s_Oribacterium_parvum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Oribacterium"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Oribacterium"	"s_Oribacterium_sinus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Oribacterium"	"s_Oribacterium_sp_oral_taxon_078"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Tyzzerella"	"s_Tyzzerella_nexilis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Stomatobaculum"	"s_Stomatobaculum_longum"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Lachnospiraceae"	"g_Shuttleworthia"	"s_Shuttleworthia_satelles"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Oscillospiraceae"	"g_Oscillibacter"	"s_Oscillibacter_sp_KLE_1745"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Oscillospiraceae"	"g_Oscillibacter"	"s_Oscillibacter_ruminantium"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Oscillospiraceae"	"g_Oscillibacter"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Oscillospiraceae"	"g_Oscillibacter"	"s_Oscillibacter_sp_1_3"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptostreptococcaceae"	"g_Clostridioides"	"s_Clostridioides_difficile"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptostreptococcaceae"	"g"	"s_Clostridium_hiranonis"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptostreptococcaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Oscillospiraceae"	"g_Oscillibacter"	"s_Oscillibacter_valericigenes"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	NA	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	"g_Desulfotomaculum"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	"g_Desulfitibacter"	"s_Desulfitibacter_alkalitolerans"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	"g_Dehalobacter"	"s_Dehalobacter_restrictus"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	"g_Desulfosporosinus"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	"g_Desulfitobacterium"	NA
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	"f_Peptococcaceae"	"g_Desulfitobacterium"	"s_Desulfitobacterium_hafniense"
